10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,5,10
5,5,10
5,4,10
5,4,10
5,4,10
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
4,4,5
4,4,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,5,4
4,5,4
5,5,4
5,5,4
5,5,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
5,10,4
10,10,4
10,10,5
10,10,5
10,10,5
10,10,5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,5
5,5,5
5,5,5
5,5,5
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
4,4,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,5,4
4,5,4
4,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,10
5,10,10
5,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
5,5,10
5,5,5
5,4,5
5,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,5,4
4,5,4
4,5,4
4,5,5
4,10,5
4,10,5
4,10,5
4,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,10
5,10,10
5,10,10
5,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
5,10,10
5,5,10
4,5,10
4,5,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,5,4
4,5,5
4,5,5
4,5,5
4,5,5
4,5,5
4,5,5
4,5,5
4,5,5
5,5,5
5,5,5
5,5,5
5,10,5
5,10,5
5,10,10
5,10,10
5,10,10
5,10,10
5,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
5,10,10
5,5,10
5,4,5
5,4,5
5,4,5
4,4,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,5,4
4,5,4
5,5,4
5,5,4
5,5,4
5,5,4
5,5,5
5,5,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
5,10,5
10,10,5
10,10,5
10,10,5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
5,5,10
5,4,5
5,4,5
5,4,5
5,4,5
5,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,5,4
4,5,4
4,5,4
4,5,4
5,5,4
5,5,4
5,5,4
5,5,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
