subject,0BK_BODY_ACC,0BK_BODY_ACC_TARGET,0BK_BODY_ACC_NONTARGET,0BK_FACE_ACC,0BK_FACE_ACC_TARGET,0BK_FACE_ACC_NONTARGET,0BK_PLACE_ACC,0BK_PLACE_ACC_TARGET,0BK_PLACE_ACC_NONTARGET,0BK_TOOL_ACC,0BK_TOOL_ACC_TARGET,0BK_TOOL_ACC_NONTARGET,0BK_BODY_MEDIAN_RT,0BK_BODY_MEDIAN_RT_TARGET,0BK_BODY_MEDIAN_RT_NONTARGET,0BK_FACE_MEDIAN_RT,0BK_FACE_MEDIAN_RT_TARGET,0BK_FACE_MEDIAN_RT_NONTARGET,0BK_PLACE_MEDIAN_RT,0BK_PLACE_MEDIAN_RT_TARGET,0BK_PLACE_MEDIAN_RT_NONTARGET,0BK_TOOL_MEDIAN_RT,0BK_TOOL_MEDIAN_RT_TARGET,0BK_TOOL_MEDIAN_RT_NONTARGET,2BK_BODY_ACC,2BK_BODY_ACC_TARGET,2BK_BODY_ACC_NONTARGET,2BK_FACE_ACC,2BK_FACE_ACC_TARGET,2BK_FACE_ACC_NONTARGET,2BK_PLACE_ACC,2BK_PLACE_ACC_TARGET,2BK_PLACE_ACC_NONTARGET,2BK_TOOL_ACC,2BK_TOOL_ACC_TARGET,2BK_TOOL_ACC_NONTARGET,2BK_BODY_MEDIAN_RT,2BK_BODY_MEDIAN_RT_TARGET,2BK_BODY_MEDIAN_RT_NONTARGET,2BK_FACE_MEDIAN_RT,2BK_FACE_MEDIAN_RT_TARGET,2BK_FACE_MEDIAN_RT_NONTARGET,2BK_PLACE_MEDIAN_RT,2BK_PLACE_MEDIAN_RT_TARGET,2BK_PLACE_MEDIAN_RT_NONTARGET,2BK_TOOL_MEDIAN_RT,2BK_TOOL_MEDIAN_RT_TARGET,2BK_TOOL_MEDIAN_RT_NONTARGET,
133928,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0.875,1.0,1.0,1.0,550.5,550.5,558.0,539.0,577.0,536.5,523.0,nan,523.0,604.0,849.0,588.5,0.75,1.0,0.666666666667,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,968.0,959.5,1249.0,803.0,814.0,762.5,773.0,799.0,759.0,757.5,1186.0,757.5,
135225,0.8,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,693.0,857.0,693.0,535.0,607.0,476.0,620.0,633.5,620.0,678.0,840.5,678.0,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1032.0,740.0,1518.0,863.0,553.0,922.5,825.0,659.5,852.5,932.5,974.5,932.5,
137128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,689.0,710.0,689.0,618.0,608.5,618.0,648.5,666.5,633.5,585.5,747.5,585.5,0.75,1.0,0.666666666667,1.0,1.0,1.0,0.875,1.0,0.833333333333,0.875,1.0,0.833333333333,836.0,569.5,887.5,996.0,709.5,1141.5,884.0,941.5,884.0,748.0,857.0,748.0,
138231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,729.5,562.0,732.5,539.0,563.0,539.0,746.5,648.0,776.0,516.0,882.0,506.5,0.875,1.0,0.833333333333,0.875,0.5,1.0,0.875,0.5,1.0,0.875,1.0,0.833333333333,1511.0,1247.0,1575.0,1149.0,532.0,1338.5,784.0,784.0,1026.5,931.0,1021.5,851.0,
141422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,751.0,701.5,753.5,540.5,557.0,540.5,608.0,777.5,552.0,602.5,978.0,602.5,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,0.75,0.0,1.0,999.0,638.0,1031.5,762.0,1217.0,758.5,894.0,1171.0,842.5,723.5,nan,723.5,
141826,0.4,0.0,0.5,0.8,0.5,0.875,0.8,0.5,0.875,0.6,0.5,0.625,1156.5,nan,1156.5,1058.0,569.0,1062.0,937.0,546.0,972.0,806.5,563.0,872.0,0.5,0.5,0.5,0.625,1.0,0.5,0.875,1.0,0.833333333333,0.75,1.0,0.666666666667,893.5,968.0,819.0,821.0,1166.0,821.0,947.0,1026.5,835.0,893.0,1075.0,823.5,
148840,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,664.5,767.0,597.0,536.0,529.5,536.0,592.5,508.0,622.5,677.0,1015.5,677.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,968.0,839.0,1041.5,1224.5,1132.0,1229.0,1101.0,1167.0,1101.0,1103.0,728.0,1270.0,
150423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,666.0,644.0,690.0,759.5,783.0,733.0,979.0,928.0,979.0,796.0,1089.0,774.0,1.0,1.0,1.0,0.875,0.5,1.0,0.75,0.5,0.833333333333,0.875,1.0,0.833333333333,1391.0,1052.0,1544.0,1142.0,1042.0,1148.5,1195.5,863.0,1294.0,1152.0,1354.0,1058.0,
150524,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,724.0,652.5,724.0,767.0,793.5,689.0,879.0,747.5,904.5,758.5,1147.0,749.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1355.5,1212.5,1355.5,1188.5,1370.0,1125.0,1026.0,1179.5,1026.0,1041.5,1494.5,902.0,
153429,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,684.0,589.0,739.5,746.0,783.0,653.0,920.0,886.5,920.0,617.5,762.0,617.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,1162.0,907.5,1226.0,976.5,953.5,976.5,967.0,1038.5,967.0,987.0,909.0,987.0,
158035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,681.5,618.5,743.0,589.0,559.0,608.5,660.0,617.5,660.0,589.5,1101.0,516.5,0.75,0.5,0.833333333333,0.875,0.5,1.0,0.875,0.5,1.0,0.875,0.5,1.0,908.5,841.0,947.0,810.0,945.0,770.5,881.0,881.0,914.5,896.0,588.0,998.5,
158540,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1217.5,1038.5,1338.0,969.5,889.5,1014.5,1056.5,729.5,1165.5,836.5,1025.5,803.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,1179.0,1490.5,1127.5,945.5,836.5,976.0,1271.0,1048.0,1307.5,1069.0,1065.5,1069.0,
159138,0.8,0.0,1.0,0.7,0.0,0.875,0.8,0.5,0.875,0.9,0.5,1.0,1378.0,nan,1378.0,1047.0,nan,1047.0,802.0,823.0,781.0,906.0,553.0,935.5,0.75,1.0,0.666666666667,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,1112.0,1242.5,989.5,1219.0,691.0,1285.0,830.0,905.0,815.5,827.5,1105.5,782.0,
161630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,657.5,590.0,685.5,467.5,424.0,499.0,612.5,552.5,645.0,625.5,854.5,582.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,780.0,465.0,856.0,659.5,546.0,742.5,742.5,563.5,868.0,595.0,453.0,605.0,
165234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,777.5,854.5,755.0,570.0,628.0,548.0,621.0,810.5,554.0,728.5,1220.0,712.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.5,1.0,1078.5,925.0,1105.0,893.5,972.5,893.5,929.0,1103.0,871.5,998.0,1090.0,994.0,
169444,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,924.0,947.5,901.5,727.0,751.5,666.5,643.0,995.5,623.0,632.5,1038.0,615.0,0.875,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.666666666667,963.0,711.0,1041.0,850.0,838.0,866.0,1144.0,1076.0,1144.0,746.5,1005.5,746.5,
172029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1018.0,1330.5,973.0,621.5,594.0,663.5,637.5,675.5,637.5,744.0,903.0,717.0,0.375,0.5,0.333333333333,0.75,1.0,0.666666666667,0.875,1.0,0.833333333333,0.75,1.0,0.666666666667,1314.0,1263.0,1335.0,844.0,785.0,926.0,885.0,1028.5,800.0,843.5,1127.5,791.5,
172130,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.5,0.0,0.625,689.5,833.5,629.0,615.5,621.0,615.5,553.0,950.0,553.0,544.0,nan,544.0,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,825.0,726.5,856.0,674.5,745.0,674.5,750.5,710.0,787.0,626.0,584.5,654.0,
173334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,993.0,937.5,993.0,662.5,662.5,664.5,942.5,580.0,996.5,715.0,839.5,715.0,0.875,1.0,0.833333333333,1.0,1.0,1.0,0.875,1.0,0.833333333333,1.0,1.0,1.0,1271.0,765.0,1652.0,1026.5,846.0,1052.5,950.0,928.5,1053.0,1351.5,1118.0,1351.5,
175439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,726.0,761.5,726.0,576.0,530.5,576.0,649.5,565.5,699.0,677.0,1086.0,603.0,0.875,1.0,0.833333333333,0.75,0.5,0.833333333333,1.0,1.0,1.0,0.625,0.5,0.666666666667,1053.0,853.0,1073.0,795.5,940.0,723.0,808.5,1131.5,758.0,618.0,591.0,641.5,
177746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,672.5,632.5,719.0,638.5,580.0,677.0,748.0,733.0,799.0,675.5,796.0,675.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1377.0,1033.0,1480.0,1160.0,876.5,1274.5,1071.0,827.5,1144.5,962.0,815.5,1077.0,
178142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,861.0,832.0,868.0,726.0,793.0,706.0,766.0,695.0,813.0,736.0,772.0,729.0,1.0,1.0,1.0,0.875,0.5,1.0,0.75,0.0,1.0,1.0,1.0,1.0,948.5,848.5,1013.5,1181.0,1181.0,1235.5,1043.5,nan,1043.5,889.0,945.5,889.0,
178950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,707.0,638.5,762.5,663.0,670.5,630.5,708.0,693.0,708.0,675.5,907.5,665.5,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,860.0,796.5,860.0,844.0,837.0,846.5,930.0,962.5,930.0,680.0,606.0,726.5,
179548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,676.0,668.5,676.0,581.5,787.0,574.5,698.0,621.5,720.5,604.0,812.0,598.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,1106.5,1097.5,1106.5,810.5,965.0,733.0,854.5,837.5,854.5,671.0,639.0,746.5,
180432,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,607.0,553.5,653.5,541.0,522.0,576.0,533.5,703.0,529.0,647.0,740.0,647.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.5,0.666666666667,1041.5,795.0,1094.0,791.0,670.0,832.0,748.0,728.5,748.0,854.0,658.0,861.5,
183034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,824.5,718.5,824.5,651.0,649.5,673.0,658.5,541.5,732.5,777.0,1035.0,777.0,0.75,1.0,0.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.5,0.666666666667,1140.0,917.0,1451.5,1524.0,1463.5,1537.5,1066.5,1148.0,1066.5,797.0,973.0,789.5,
187547,0.7,0.0,0.875,0.7,0.0,0.875,0.9,0.5,1.0,0.6,0.5,0.625,720.0,nan,720.0,650.0,nan,650.0,654.0,516.0,659.5,816.5,874.0,759.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,1.0,1.0,1.0,855.0,576.5,950.5,636.0,538.5,664.5,692.0,555.0,692.0,689.5,618.5,804.0,
189349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,549.0,601.5,549.0,600.0,670.5,600.0,627.0,707.5,627.0,709.0,693.0,724.5,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,1.0,1.0,1.0,868.0,743.0,872.5,933.0,892.5,933.0,946.0,1074.0,922.0,801.5,770.0,801.5,
190031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,653.0,619.0,653.0,640.0,676.0,604.5,604.0,677.5,597.5,573.0,858.5,557.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1260.5,993.5,1360.5,1004.5,966.0,1004.5,1118.5,1114.5,1118.5,1275.5,990.5,1342.5,
191033,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,723.0,572.0,740.5,548.5,471.0,562.5,778.0,945.0,646.0,763.5,1021.5,763.5,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,1322.0,690.0,1360.0,888.0,731.0,1015.5,949.5,921.5,949.5,921.0,841.5,921.0,
194140,0.9,1.0,0.875,0.9,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,728.0,712.0,802.0,689.0,658.0,742.5,560.5,885.0,556.0,726.0,871.0,666.5,0.625,0.0,0.833333333333,0.625,0.0,0.833333333333,0.875,0.5,1.0,0.75,0.0,1.0,817.0,nan,817.0,699.0,nan,699.0,731.0,605.0,866.0,796.5,nan,796.5,
194645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,858.0,849.5,936.5,812.5,665.5,843.0,1038.0,929.0,1077.0,1009.0,1009.0,959.5,0.875,1.0,0.833333333333,0.75,0.5,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1483.0,925.0,1528.0,1234.5,1365.0,1153.0,1097.5,1066.5,1097.5,1002.0,1060.0,1002.0,
194847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,711.0,688.0,727.5,578.0,637.0,578.0,660.0,662.0,648.5,600.5,771.5,600.5,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.5,1.0,0.875,1.0,0.833333333333,948.5,948.5,1046.5,733.0,630.0,746.5,873.0,1003.0,850.0,848.0,711.0,848.0,
195041,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0.875,1.0,1.0,1.0,580.5,682.0,571.5,612.0,561.5,640.0,662.0,nan,662.0,631.0,847.5,631.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,690.5,893.0,746.5,673.0,752.5,890.0,1314.5,858.5,702.0,676.5,702.0,
195849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,609.0,555.0,632.0,571.5,695.0,571.5,535.5,528.5,538.5,619.5,1095.5,599.0,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,1206.0,957.5,1331.0,1420.0,949.0,1459.5,996.0,804.0,1153.5,1348.5,800.5,1594.0,
196144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,775.0,659.0,944.0,677.5,613.5,693.5,784.5,1014.0,784.5,680.0,673.0,766.5,0.875,1.0,0.833333333333,1.0,1.0,1.0,0.75,0.0,1.0,0.75,1.0,0.666666666667,1160.0,1164.5,1160.0,988.5,1018.0,914.0,1479.5,nan,1479.5,1038.5,1221.0,834.0,
200109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,517.0,586.5,506.5,447.0,502.0,447.0,539.5,455.0,550.5,506.0,600.5,506.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,713.0,592.5,713.0,698.5,605.0,736.0,851.5,563.0,952.5,675.5,549.0,753.5,
205725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,669.5,832.5,607.5,531.0,601.5,508.0,552.5,542.0,552.5,577.5,784.0,562.0,0.75,1.0,0.666666666667,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,884.5,874.5,886.0,854.0,607.0,862.0,787.0,1162.0,765.0,1244.5,1319.5,1091.5,
208024,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,843.0,798.0,850.5,584.0,674.5,506.5,594.0,669.0,594.0,681.0,1122.5,668.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,869.0,752.0,896.0,809.5,663.5,916.5,903.0,722.5,932.0,801.0,919.0,801.0,
210617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,867.0,823.5,867.0,689.5,669.0,689.5,696.5,641.0,723.5,829.0,829.0,810.0,0.5,0.5,0.5,0.625,0.5,0.666666666667,0.75,0.5,0.833333333333,0.625,0.5,0.666666666667,1049.0,834.0,1082.0,966.0,891.0,1110.0,1176.0,621.0,1261.0,797.0,1609.0,787.0,
211316,0.5,0.5,0.5,1.0,1.0,1.0,0.6,0.0,0.75,1.0,1.0,1.0,1351.0,1351.0,1287.5,836.5,693.5,959.0,1005.0,nan,1005.0,1000.0,922.5,1055.5,0.5,1.0,0.333333333333,0.875,1.0,0.833333333333,0.75,1.0,0.666666666667,0.75,1.0,0.666666666667,1187.5,1323.0,1187.5,1368.0,1356.5,1368.0,1152.5,1247.0,979.5,1106.0,1204.0,1106.0,
211417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,819.5,804.5,819.5,609.0,609.0,612.0,703.5,822.0,687.0,590.0,610.0,583.5,0.75,1.0,0.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,1085.5,1277.5,1085.5,773.5,691.5,788.5,922.0,1008.5,892.5,831.0,707.0,856.5,
212318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,633.0,648.5,625.5,556.5,530.5,556.5,611.0,591.5,612.5,574.5,808.5,556.5,1.0,1.0,1.0,0.875,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,675.0,683.5,675.0,641.0,560.0,662.5,575.0,494.5,626.0,586.5,584.5,599.5,
212419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.875,842.5,860.0,842.5,621.0,698.5,604.5,654.5,725.0,654.5,876.0,1881.0,845.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,957.0,839.0,985.0,941.5,895.5,941.5,865.0,1243.0,827.0,898.0,843.5,905.0,
214423,0.5,0.0,0.625,0.7,0.0,0.875,0.7,0.5,0.75,0.5,0.5,0.5,1388.0,nan,1388.0,1083.0,nan,1083.0,911.0,638.0,1026.5,1382.0,1390.0,1309.0,0.625,0.5,0.666666666667,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1216.0,926.0,1287.5,1231.0,1247.0,1231.0,1064.5,1039.0,1064.5,935.5,868.5,958.0,
224022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,746.0,803.0,746.0,700.5,642.5,717.5,835.0,725.5,860.5,757.5,975.5,756.0,0.75,1.0,0.666666666667,0.875,0.5,1.0,0.875,1.0,0.833333333333,0.625,0.5,0.666666666667,1090.0,838.0,1182.5,896.0,524.0,985.0,1077.0,1286.0,1077.0,1001.0,1001.0,1116.0,
251833,0.7,0.0,0.875,0.7,0.0,0.875,0.9,0.5,1.0,0.5,0.0,0.625,1001.0,nan,1001.0,538.0,nan,538.0,680.0,720.0,645.5,833.0,nan,833.0,1.0,1.0,1.0,0.875,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1104.0,1104.0,1109.0,746.0,751.0,641.0,805.0,935.5,803.5,721.0,736.0,703.5,
268850,0.5,0.0,0.625,1.0,1.0,1.0,0.9,1.0,0.875,0.7,0.5,0.75,1030.0,nan,1030.0,828.0,857.5,828.0,910.0,805.5,910.0,1298.0,974.0,1303.5,0.625,0.5,0.666666666667,0.75,0.5,0.833333333333,0.875,1.0,0.833333333333,0.75,0.5,0.833333333333,1120.0,966.0,1185.0,1271.5,1283.0,1260.0,1030.0,1158.5,1030.0,1159.5,1172.0,1147.0,
280739,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.9,0.5,1.0,725.5,700.0,725.5,647.5,705.5,624.0,1034.5,nan,1034.5,751.0,702.0,759.5,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,1150.0,1102.5,1150.0,1049.0,1074.0,1011.5,910.0,1486.0,871.5,742.5,804.0,742.5,
285345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,754.5,669.5,797.5,594.5,602.5,594.5,683.0,925.5,642.0,656.5,1196.0,586.5,1.0,1.0,1.0,0.875,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.666666666667,1095.0,1244.0,1051.5,1016.0,1016.0,967.0,958.5,1243.0,927.0,1201.0,1543.0,1096.5,
289555,0.8,1.0,0.75,0.9,1.0,0.875,0.6,0.5,0.625,0.6,0.5,0.625,705.5,643.5,853.0,778.0,734.5,905.0,610.5,632.0,600.0,844.5,902.0,841.0,0.75,1.0,0.666666666667,0.875,1.0,0.833333333333,0.75,1.0,0.666666666667,0.5,0.0,0.666666666667,799.0,1004.0,799.0,979.0,1365.0,954.0,894.5,894.5,955.5,821.0,nan,821.0,
307127,0.6,0.0,0.75,0.6,0.0,0.75,0.9,1.0,0.875,1.0,1.0,1.0,656.5,nan,656.5,589.5,nan,589.5,766.0,854.5,694.0,627.5,1156.0,627.5,0.75,0.5,0.833333333333,0.875,0.5,1.0,0.875,0.5,1.0,0.75,0.0,1.0,722.0,1140.0,686.0,707.0,632.0,783.0,722.0,665.0,789.5,799.5,nan,799.5,
316633,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,422.0,604.5,422.0,738.5,809.5,696.0,816.0,976.5,816.0,657.0,891.5,657.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.833333333333,0.875,1.0,0.833333333333,883.0,986.0,848.5,801.5,999.0,657.0,747.0,924.0,709.0,594.0,737.0,594.0,
334635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0.875,708.0,929.0,660.0,553.5,586.5,488.5,614.0,780.0,558.0,526.0,nan,526.0,0.875,0.5,1.0,0.75,0.5,0.833333333333,0.75,0.5,0.833333333333,0.75,0.5,0.833333333333,1156.0,1470.0,1125.0,1132.5,1847.0,1099.0,1061.0,1079.0,1043.0,916.5,1384.0,897.0,
339847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,623.5,731.0,618.5,519.0,633.5,509.5,588.0,546.5,624.5,472.0,923.0,472.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,952.5,750.0,991.0,815.0,863.5,815.0,714.5,706.5,714.5,780.0,498.0,794.0,
352738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,648.0,670.0,548.0,496.0,562.5,651.0,512.0,658.0,662.0,1385.5,599.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,1021.0,933.0,1245.0,902.0,837.5,938.5,854.0,905.0,854.0,1041.0,779.5,1041.0,
365343,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0.875,1.0,1.0,1.0,774.0,738.5,774.0,726.0,765.5,676.5,759.0,nan,759.0,831.5,987.5,831.5,0.75,1.0,0.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,1010.5,874.5,1127.0,1009.0,1045.0,1009.0,862.5,796.5,871.5,889.0,1021.5,889.0,
366042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,889.5,1172.0,889.5,809.0,698.0,908.0,657.5,575.5,693.5,707.5,691.0,707.5,0.75,1.0,0.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.666666666667,1199.5,808.5,1479.0,1156.0,995.0,1156.0,969.0,1059.0,936.0,960.0,1009.5,960.0,
386250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,778.5,692.5,821.0,596.5,655.5,594.0,774.5,878.0,774.5,758.5,1408.5,739.5,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.5,1.0,1.0,1.0,1.0,1147.0,753.0,1202.5,1269.0,1732.0,1227.0,1239.0,1323.0,1238.5,1087.5,975.0,1089.5,
397760,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,0.9,0.5,1.0,652.0,798.5,620.0,509.0,521.0,488.0,652.5,576.0,652.5,525.0,525.0,544.5,1.0,1.0,1.0,0.875,0.5,1.0,1.0,1.0,1.0,0.625,0.5,0.666666666667,764.5,705.0,829.0,698.0,1003.0,695.5,794.0,948.0,794.0,729.0,729.0,756.0,
414229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,568.5,578.5,554.5,478.0,478.0,478.0,551.5,525.0,579.5,564.0,917.5,564.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,737.5,500.0,791.0,629.5,706.0,629.5,686.0,1100.5,604.0,569.0,543.0,569.0,
486759,0.9,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,531.0,447.0,539.5,514.0,514.0,511.0,568.5,557.0,584.5,610.0,578.0,610.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,809.5,705.0,823.0,1018.0,1287.0,953.5,646.5,890.5,629.0,798.0,963.0,746.0,
500222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,812.0,711.0,863.0,578.0,831.5,578.0,771.0,950.5,771.0,758.5,1254.5,751.0,1.0,1.0,1.0,0.75,0.5,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1012.5,928.5,1012.5,897.0,956.0,838.0,1304.0,1153.0,1304.0,825.0,829.5,825.0,
